question,label
How do the new regulations balance the need for technological innovation in employment practices with the necessity of protecting candidates from biased or unfair outcomes?,2
"What mechanisms and processes are established for ongoing compliance and enforcement of the new rules, and how do these support the broader goals of fairness and transparency?",2
How are data usage and protection regulated under the new framework to ensure the rights of job candidates and employees are safeguarded?,2
"In what ways do the new regulations combine requirements for bias audits, transparency, and employer responsibilities to create a robust and comprehensive regulatory framework for automated employment tools?",2
"How do the new rules define and handle the process of conducting bias audits, and what are the key elements required to ensure these audits are thorough and effective?",2
"What specific transparency measures must employers follow to comply with the new regulations, and how do these measures enhance the overall fairness of the hiring process?",2
"What are the significant enforcement mechanisms included in the new regulations, and how do they support the law’s overall objectives of reducing bias and ensuring fair employment practices?",2
"How do the new regulations ensure that automated employment decision tools are used in a non-discriminatory manner, and what are the primary requirements for conducting bias audits and maintaining transparency?",2
"What roles do independent auditors play under the new regulatory framework, and how is their role critical to the law's enforcement and compliance strategies?",2
How are employers and employment agencies required to handle data and information related to automated employment decision tools to protect candidates' and employees' rights?,2
"What comprehensive framework do the new regulations establish for the use of automated employment decision tools, and how does this framework address potential biases and ensure transparency?",2
"How do the new rules integrate requirements for bias audits, transparency, and penalties to create a comprehensive approach to regulating automated employment decision tools?",2
"What enforcement mechanisms are in place to ensure employers comply with the new regulations on automated employment decision tools, and how do these mechanisms promote fair hiring practices?",2
"How do the new regulations impact the development and deployment of automated employment decision tools by technology vendors, and what are the implications for employers?",2
"As a business owner, I need a clear summary of the key goals, transparency measures, and enforcement mechanisms of the new regulations on automated employment decision tools. How will these impact my hiring process?",2
"Can you explain in simple terms how the new regulations promote fairness, transparency, and accountability in the use of automated employment decision tools?",2
"What are the main responsibilities of employers, the role of bias audits, and the penalties for non-compliance under the new rules for automated employment decision tools?",2
"From a legal perspective, how do the new regulations address potential biases, ensure compliance, and integrate with existing employment laws?",2
"As a student researching employment laws, how do the new regulations integrate bias audits, transparency, and penalties to create a comprehensive fair hiring framework?",2
"In what ways do the new rules require employers to maintain transparency, protect candidate data, and mitigate biases in automated employment tools?",2
"For a tech vendor, what are the implications of the new regulations on the development, deployment, and compliance requirements for automated employment decision tools?",2
"How do the new regulations balance technological innovation, non-discriminatory practices, and transparency in hiring processes?",2
"What comprehensive steps are mandated to identify and mitigate biases, ensure transparency, and protect candidate data in automated employment decision tools?",2
"As a consultant, what are the significant enforcement mechanisms, employer responsibilities, and independent auditor roles included in the new regulations, and how do they support the law's objectives?",2
"In what ways do the new regulations combine transparency, accountability, and bias mitigation to create a robust system for regulating automated employment decision tools?",2
"Can you describe the role of independent auditors, the process of bias audits, and the transparency requirements under the new regulations?",2
"What specific measures must employers take to comply with transparency requirements, protect candidate data, and conduct bias audits for automated employment decision tools?",2
"As an HR professional, how are data usage, bias audits, and transparency regulated under the new framework to ensure the rights of job candidates and employees are safeguarded?",2
"How do the new regulations enforce compliance, penalize non-compliance, and ensure ongoing fairness and transparency in automated employment decision tools?",2
"In the context of ongoing compliance, what mechanisms and processes are established by the new rules to support fairness, transparency, and bias mitigation?",2
"What roles do independent auditors play in the regulatory framework, how are bias audits conducted, and what are the compliance requirements for employers?",2
"How are employers and employment agencies required to handle data protection, conduct bias audits, and maintain transparency for automated employment decision tools?",2
"How do the new regulations define and handle the process of conducting bias audits, ensure data protection, and promote transparency in employment decisions?",2
"For a legal advisor, how does the new framework for automated employment decision tools address potential biases, ensure compliance, and integrate with broader employment regulations?",2
"What are the overarching goals of the new regulations, the role of bias audits, and the transparency requirements regarding automated employment decision tools?",2
"As a business owner, what comprehensive framework do the new regulations establish for the use of automated employment decision tools, and how do these address potential biases, transparency, and compliance?",2
"What enforcement mechanisms, employer responsibilities, and independent auditor roles are in place to ensure compliance with the new regulations on automated employment decision tools?",2
"As a technology vendor, how do the new regulations impact the development, deployment, and compliance requirements of automated employment decision tools, and what are the implications for my products?",2
"As an employer, I need to understand the definition of 'Candidate for Employment' as stated in the legal documents. Can you provide me with the specific criteria that determine whether someone is considered a candidate for employment?",0
I'm an employer in New York City and want to understand the requirements for using an automated employment decision tool. Can you explain the definition of an automated employment decision tool and the conditions that need to be met before using it?,0
"In the context of a bias audit, what is the definition of 'test data' and when can it be used?",1
"As an employer conducting a bias audit, I want to know the threshold for excluding a category from impact ratio calculations. Can you clarify what percentage of data a category must represent to be excluded?",0
"I need to know the effective date of Local Law 27 (File #: Int 1894-2020, Version: A). Can you confirm when this law will take effect?",0
I want to understand what an automated employment decision tool is and how it impacts employment decisions. Can you provide a simplified definition and explain the requirements for using such a tool in the city?,1
I'm an employer in New York City and want to understand the requirements for using an automated employment decision tool. Could you explain what constitutes an automated employment decision tool and the conditions that must be met for its use?,0
"If I need to initiate a proceeding to recover a civil penalty authorized by this subchapter, which tribunals or agencies can I return it to?",0
I need to know the effective date of this local law mentioned in Document 27.,0
"As an employer or employment agency in the city, what are the acceptable methods to provide notice to a candidate for employment about the use of an AEDT?",0
"As an employer in New York City, I want to understand the purpose of a bias audit for automated employment decision tools. Can you explain what a bias audit entails and why it is required?",1
I'm reviewing a policy document and came across the term 'Impact Ratio.' Can you explain what it means and how it is calculated?,1
"As a Native Hawaiian or Pacific Islander applicant, what is the scoring rate for me in the intersectional categories compared to other racial/ethnic groups?",1
I'm trying to understand the definition of 'Automated Employment Decision Tool' according to the New York City Administrative Code. Can you explain what it means and provide examples of how it can be used?,1
"In the bias audit calculations, what is the minimum percentage of data that can be excluded from the calculations? Can you provide an example of a category that can be excluded and the information that should be included in the summary of results?",2
What information about bias audits of an AEDT must be publicly available before its use?,0
I'm reviewing the regulations regarding Automated Employment Decision Tools (AEDTs) in New York City. Can you explain what a 'Bias Audit' entails in this context and who can conduct it?,1
"Before using an AEDT, what information must an employer or employment agency make publicly available on their website?",0
"I am an employer planning to use an AEDT for screening resumes and scheduling interviews. Can you explain the requirements for conducting a bias audit of the AEDT, including the calculation of impact ratio for different categories such as sex, race/ethnicity, and intersectional categories?",1
I have been using an AEDT for 6 months and need to conduct a bias audit. Can I rely on my own historical data or do I need to provide data from other employers?,1
"I'm considering using an AEDT for hiring and want to ensure compliance. Can you explain the requirements for a bias audit, including the calculation of impact ratios for different race/ethnicity and sex categories?",1
I want to conduct a bias audit for an AEDT. What are the specific requirements for calculating the impact ratio for different race/ethnicity and sex categories?,0
I'm reviewing a policy document and came across the term 'Impact Ratio'. Can you explain what it means and how it is calculated?,1
"I want to conduct a bias audit for an AEDT. What are the requirements for calculating the impact ratio for sex, race/ethnicity, and intersectional categories? Are there any criteria for excluding certain categories from the calculations?",1
"Why is a bias audit necessary for an AEDT, and what are the minimum requirements for conducting a bias audit?",1
Where can a proceeding to recover a civil penalty be returnable to?,0
What information does the bias audit summary need to include?,0
Where can a proceeding to recover a civil penalty be returnable?,0
What does 'simplified output' refer to?,0
What is the effective date of this local law?,0
What is the purpose of the AEDT in the bias audit?,0
What is the definition of an automated employment decision tool?,0
What must a bias audit of an AEDT calculate?,0
What is the purpose of a bias audit for an AEDT?,0
What are the options for an employer or employment agency to provide notice to a candidate for employment who resides in the city?,0
What are the requirements for the published results of a bias audit?,0
What is the definition of 'Bias audit'?,0
What is the definition of an Automated Employment Decision Tool (AEDT)?,0
What information must be publicly available before the use of an AEDT?,0
What is the definition of 'Bias audit' in the context of automated employment decision tools?,0
What are the calculations required in the bias audit for the impact ratio?,0
What are the requirements for using an automated employment decision tool in the city?,0
What is the criteria for excluding a category from the required calculations for impact ratio?,0
What are the requirements for a bias audit of an AEDT?,0
What is the purpose of the AEDT in conducting a bias audit?,0
What is the definition of 'automated employment decision tool'?,0
What is the purpose of a bias audit for automated employment decision tools?,0
What are the requirements for the published results of the bias audit?,0
Where can a proceeding to recover a civil penalty authorized by this subchapter be returnable to?,0
In which tribunals or agencies can a proceeding to recover a civil penalty be filed according to the subchapter?,0
"What are the specific calculations and requirements for conducting a bias audit of an AEDT, including the categories that need to be considered and the conditions under which historical data or test data can be used?",2
What is the definition of 'Impact Ratio' and how is it calculated in relation to the selection rate or scoring rate of different categories?,1
When does this local law come into effect?,0
What is the difference between historical data and test data in the context of conducting a bias audit for an AEDT?,1
What are the requirements for conducting a bias audit for an AEDT? Can an employer or employment agency use test data for the bias audit if there is insufficient historical data available?,1
"According to the document, what is the definition of 'Candidate for Employment'?",0
Can you explain the meaning of 'Bias Audit' as defined by ¬ß 20-870 of the Code?,0
"What are the steps and criteria for conducting a bias audit of an AEDT, including the calculation of impact ratios for different categories such as sex, race/ethnicity, and intersectional categories?",1
What information does an employer or employment agency need to make publicly available before using an AEDT?,0
To which tribunals or agencies can a proceeding to recover a civil penalty authorized by this subchapter be brought?,0
"What are the specific calculations that must be performed in a bias audit of an AEDT for candidate selection or promotion, and what are the categories that these calculations must be separately performed for?",1
What specific calculations must be performed for each category in a bias audit of an AEDT?,1
What is the role of the AEDT in conducting bias audits and what are the requirements for using historical data in the audit?,1
What is the definition of an automated employment decision tool and what are the requirements for its use in the city?,1
What is the role of the AEDT in the bias audit and under what circumstances can an employer or employment agency rely on a bias audit using test data?,1
"According to the document, what is the definition of 'employment decision' and what are the requirements for using an automated employment decision tool?",1
"What are the specific calculations and requirements that must be performed during a bias audit of an AEDT for selection rates, impact ratios, and categories of sex, race/ethnicity, and intersectionality?",2
"According to the information provided, what is the meaning of 'Bias Audit' in the context of automated employment decision tools?",0
What is the distinction between historical data and test data in the context of conducting a bias audit for an AEDT?,1
Under what condition can an independent auditor exclude a category from the required calculations for impact ratio?,0
What are the requirements and notices that an employer or employment agency must comply with when using an automated employment decision tool to screen candidates or employees for an employment decision?,1
What are the different methods available for an employer or employment agency to notify a candidate for employment residing in the city about the use of an AEDT?,1
What are the criteria and calculations required for conducting a bias audit on the published results of an AEDT?,1
What are the specific requirements that an employer or employment agency in the city must fulfill when using an automated employment decision tool to screen candidates or employees for employment decisions?,1
To which tribunals can a proceeding to recover a civil penalty be returned in the context of automated employment decision tools?,0
What does the term 'Bias Audit' refer to according to ¬ß 20-870 of the Code?,0
How is the AEDT used in the bias audit to assess the demographic composition of applicants?,0
What is the process for calculating the impact ratio in a bias audit of an AEDT?,0
"According to the provided context, how is an 'automated employment decision tool' defined in terms of its impact on employment decisions?",0
Under what circumstance can a category be excluded from the bias audit calculations?,0
"In the context of the provided example, what are the two possible meanings of 'Impact Ratio'?",0
"In the context of automated employment decision tools, how is 'employment decision' defined for the purpose of screening candidates or employees?",0
What criteria must be met in order to exclude a category from the required calculations for the impact ratio in a bias audit of an AEDT?,0
What are the specific requirements for conducting a bias audit of an AEDT using historical data?,0
What are the options for an employer or employment agency to provide notice to a candidate for employment before the use of an AEDT if they have used the AEDT in the past?,1
"According to ¬ß 20-870 of the Code, what does the term 'Bias Audit' mean?",0
What calculations are required for a bias audit of an AEDT according to the new rules?,0
Why is it important to conduct a bias audit for automated employment decision tools with regards to persons of any component 1 category required to be reported by employers?,1
What are the requirements for conducting a bias audit of an AEDT used to screen resumes and schedule interviews for a job posting?,1
How can an employer provide notice to candidates for employment about the use of an AEDT in compliance with the law?,0
What criteria must be met for an automated employment decision tool to require a bias audit?,0
What are the requirements for conducting a bias audit of an automated employment decision tool?,0
Why is a bias audit necessary for automated employment decision tools in the context of this subchapter?,0
What information should be included in the published results of the bias audit for the AEDT?,0
"When conducting a bias audit for an AEDT, is it necessary to calculate the impact ratio for each race/ethnicity and sex category separately?",0
To which tribunals can a proceeding to recover a civil penalty authorized by this subchapter be returnable?,0
What are some methods that an employer or employment agency can use to provide notice to candidates for employment at least 10 business days before use of an AEDT?,2
What calculations are required to be performed in a bias audit of an AEDT according to the new legislation?,1
Are there any specific requirements or criteria that an automated employment decision tool must meet according to the local law in New York City?,1
"I'm considering using an AEDT for the first time. Can I rely on a bias audit conducted using the historical data of other employers or employment agencies, or can I conduct a bias audit using test data? What is the definition of 'test data' in the context of a bias audit?",2
I have been using an AEDT for 3 years and will soon need an updated bias audit. Can you tell me what information is included in the bias audit summary?,1
Can you explain the definition of an Automated Employment Decision Tool (AEDT) according to Local Law 144 in New York City?,0
Can you explain the definition of an automated employment decision tool according to Local Law 144 in New York City?,0
Can you explain the meaning of test data in the context of a bias audit according to Local Law 144 and other policy documents?,0
"I am an employer using an AEDT to score applicants for 'culture fit' and want to ensure a bias audit was conducted before using the AEDT. What is the threshold for excluding a category, such as sex or race/ethnicity, from the required calculations for impact ratio?",1
"As a lawyer reviewing the requirements for bias audits in accordance with Local Law 144, can you explain what 'test data' means in the context of a bias audit?",1
What are the requirements for a bias audit of an AEDT according to Local Law 144 and other policy documents?,1
"As a legal chatbot for Local Law 144 and other policy documents, I would like to know where a proceeding to recover a civil penalty authorized by this subchapter can be returned to.",0
"As a lawyer working on Local Law 144 and other policy documents, I need information on the race and ethnicity categories in the selection process. Can you explain the purpose of the AEDT in the bias audit?",1
"As a legal chatbot for Local Law 144 and other policy documents, can you explain the definition of an automated employment decision tool?",0
"As a legal chatbot for Local Law 144 and other policy documents, I would like to know where a proceeding to recover a civil penalty can be returnable?",0
"As a student from Canada who will be studying in Europe, what can an independent auditor exclude from the required calculations for impact ratio?",0
I have been using an AEDT for 3 years and will soon need an updated bias audit. Can you tell me what information must be included in the summary of results of a bias audit?,1
What are the requirements for the published results of the bias audit for the AEDT?,0
"As a legal chatbot for Local Law 144 and other policy documents, can you tell me where a proceeding to recover a civil penalty can be returnable?",0
"As an employer who has been using an AEDT for 3 years and will soon need an updated bias audit, what are the requirements for conducting a bias audit?",0
I'm reviewing policy documents related to bias audits and I'm seeking clarification on the definition of 'Impact Ratio'. Can you explain what 'Impact Ratio' means?,0
Can you please explain the meaning of 'Bias Audit' as defined by ¬ß 20-870 of the Code?,0
Can you explain the definition of an Automated Employment Decision Tool (AEDT) according to Local Law 144 of 2021 in New York City? I'm trying to understand how it applies to the new rules our company is implementing.,0
What are the methods an employer or employment agency can use to provide notice to candidates for employment according to Local Law 144?,0
"In the context of a company in New York City using an automated employment decision tool to screen candidates and employees, what is the definition of an automated employment decision tool?",0
Can you please explain the meaning of 'Bias Audit' as defined by ¬ß 20-870 of the Code in the context of Local Law 144?,0
"As a legal chatbot for Local Law 144 and other policy documents, can you tell me where a proceeding to recover a civil penalty authorized by this subchapter can be returned to?",0
Can you please explain the purpose of the AEDT in the bias audit for Local Law 144 and other policy documents?,0
What is the definition of an automated employment decision tool and what penalties are imposed for violating its requirements?,1
What are the requirements for a bias audit of an AEDT and what changes were made in the second version of the proposed rules?,1
What is the definition of an automated employment decision tool and what is a bias audit?,1
Where is a proceeding to recover a civil penalty returnable and who has the authority to initiate an action or proceeding for correction of a violation?,1
"What are the requirements for an employer or employment agency to comply with ¬ß 20-871(b)(1) and (2) of the Code, and what information must they make publicly available before the use of an AEDT?",1
What are the requirements for a bias audit and what is test data in the context of a bias audit?,1
What is the definition of 'test data' and what are the requirements for a bias audit of an AEDT?,1
What is the definition of test data and when can an employer or employment agency rely on a bias audit that uses test data?,1
"What methods can an employer or employment agency use to provide notice to a candidate for employment, and what information must they make publicly available before the use of an AEDT?",1
What is the definition of test data and what are the requirements for a bias audit of an AEDT?,1
What is the purpose and when can an employer rely on a bias audit?,1
What is the definition of an automated employment decision tool and what are the penalties for violating the requirements?,1
What are the requirements for using an automated employment decision tool and what penalties are imposed for violating these requirements?,1
"What are the requirements for an employer or employment agency to comply with ¬ß 20-871(b)(1) and (2) of the Code, and what information must be made publicly available before the use of an AEDT?",1
"What is required for an employer or employment agency to use an automated employment decision tool, and what penalties can be imposed for violations of the subchapter regarding automated employment decision tools?",1
What is the definition of 'Automated Employment Decision Tool' and what is a 'Bias audit'?,1
What are the requirements for a bias audit and what is test data?,1
What must an employer or employment agency provide in a bias audit and what are the options for providing notice to a candidate for employment?,1
What are the requirements and purpose of conducting a bias audit?,1
What is the meaning of 'simplified output' and 'impact ratio'?,1
What is a bias audit and what information should be publicly available before using an AEDT?,1
What is the definition of 'employment decision' and what are the requirements for using an automated employment decision tool?,1
What are the requirements for a bias audit of an AEDT and what is test data?,1
What is the purpose of a bias audit and under what circumstances can an employer rely on it using historical data from other employers?,1
What is the definition of an automated employment decision tool and what are the requirements for using it?,1
"What is the definition of an automated employment decision tool, and what are the penalties for violating the requirements associated with it?",1
What is the relationship between the definition of 'test data' in a bias audit and the requirements for a bias audit of an AEDT?,1
What is the relationship between the effective date of this local law and the file number and version of the associated document?,1
What are the differences and similarities between the requirements for publicly available information on the employment section of a website before the use of an AEDT and the options for an employer or employment agency to provide notice to a candidate for employment regarding the use of an AEDT?,1
How does the data requirements for a bias audit relate to the process of assessing the impact of an AEDT on different categories?,1
"Where can a proceeding to recover a civil penalty be returnable, and who has the authority to initiate an action or proceeding for correction of any violation?",1
What is the relationship between the definition of an automated employment decision tool and the requirements for using such a tool?,1
"What is the relationship between test data and the requirements for a bias audit, and how do they differ?",1
"What are the differences and similarities between 'selection rate' and 'scoring rate', and how do they relate to each other?",1
What calculations are required in the bias audit and when can an independent auditor exclude a category from these calculations?,1
What is the relationship between the definition of test data and when an employer or employment agency can rely on a bias audit that uses test data?,1
"What is the relationship between the calculations in a bias audit of an AEDT and the requirements for the published results, and how do they differ?",1
What is the relationship between the calculations required for the bias audit and the exclusion of categories from the impact ratio?,1
What are the requirements and penalties associated with using an automated employment decision tool?,1
"What is the relationship between an automated employment decision tool and the requirements for using it, and how do they impact employment decisions?",1
"What are the requirements for an employer or employment agency to comply with ¬ß 20-871(b)(1) and (2) of the Code, and how do they compare to the information that must be made publicly available before the use of an AEDT?",2
"What are the differences and similarities between the definitions of 'Scoring Rate' and 'Screen', and how do they relate to each other?",2
What is the relationship between the definition of 'Automated Employment Decision Tool' and the requirement for using such a tool in the city?,1
What is the relationship between the definition of 'employment decision' and the requirements for using an automated employment decision tool?,1
What is the relationship between the requirements for a bias audit and the concept of test data?,1
What is the relationship between the purpose of a bias audit and when an employer can rely on a bias audit that uses test data?,1
"What are the definitions of 'Automated Employment Decision Tool' and 'Bias Audit', and how are they related according to ¬ß 20-870 of the Code?",2
What are the requirements and penalties associated with the use of automated employment decision tools?,1
"What are the requirements for an employer or employment agency to provide information about the use of an AEDT on their website, and how can they notify candidates about it?",1
"What are the requirements for an employer to provide information on their website regarding their AEDT, and how does it compare to the notice requirements for candidates for employment?",1
An employer in the city of New York wants to use an automated employment decision tool to screen candidates for a job position. What requirements must be met in order for the employer to use the tool?,1
An employer has been using an AEDT for 3 years and will soon need an updated bias audit. Can the employer rely on a bias audit conducted using test data?,1
"If an employer in New York City uses an automated employment decision tool to screen candidates for a promotion within the city, what information must be disclosed to the candidates?",1
"If an employer or employment agency violates the requirements for using an automated employment decision tool, what penalties may they face?",1
An employer wants to conduct a bias audit to assess the impact of their hiring process on different race/ethnicity categories. Can they rely on a bias audit that uses test data instead of historical data?,1
Does this local law limit the authority of the commission on human rights to enforce the provisions of title 8?,1
An employer in the city wants to use an AEDT for employment decisions. How should the employer provide notice to candidates for employment who reside in the city?,1
"If an employer or employment agency uses an automated employment decision tool to screen a candidate or employee for an employment decision in New York City, what notices are they required to provide?",1
An employer uses an AEDT to score applicants for 'culture fit.' The AEDT conducted a bias audit that excluded a category representing less than 2% of the data used. Is this exclusion allowed under the law?,1
"If an employer in the city of New York uses an automated employment decision tool to screen a candidate for an employment decision, what are the requirements under the law?",1
"An employer is using an AEDT to screen candidates for a job position. The AEDT assesses candidates based on 'culture fit.' According to the provided context, what are the requirements for conducting a bias audit of the AEDT?",1
Suppose an employer in New York City uses an automated employment decision tool to screen candidates for employment. What are the requirements for the use of such a tool according to the local law?,1
"An employer in the city of New York wants to use an automated employment decision tool to screen candidates for a job opening. According to the provided context, what requirements must the employer fulfill before using the tool?",1
An employer has been using an AEDT for 3 years and will soon need an updated bias audit. Can the employer rely on a bias audit conducted using historical data from its own use of the AEDT?,1
An employer in New York City wants to use an automated employment decision tool to screen candidates for a job opening. What requirements must the employer meet in order to use the tool?,1
"If a person wants to initiate a proceeding to recover a civil penalty authorized by this subchapter, where can the proceeding be returnable?",1
"If a person wants to recover a civil penalty authorized by this subchapter, where can they bring a proceeding?",1
"An employer in the city uses an automated employment decision tool to screen candidates for a job position. According to the provided context, what requirements must be met for the use of such tool to be lawful?",1
"An employer uses an AEDT to score applicants for 'culture fit.' According to the provided context, what must the employer ensure in order to use the AEDT?",1
An employer wants to use an AEDT to screen resumes and schedule interviews for a job posting. What are the requirements for a bias audit of the AEDT?,1
"Suppose an employer in New York City uses an automated employment decision tool to make hiring decisions. According to the rules mentioned in the context, what are the requirements for the use of such a tool under Local Law 144 of 2021?",1
An employer wants to use an AEDT to screen resumes and schedule interviews for a job posting. Does the employer need to conduct a bias audit of the AEDT?,1
"If an employer in New York City uses an automated employment decision tool to screen candidates or employees for an employment decision, what requirements must be met?",1
An employer in the city of New York wants to use an automated employment decision tool to screen candidates for a job opening. What requirements must the employer meet in order to use the tool?,1
What is the purpose?,0
What calculations are required?,0
What should be in the summary?,0
What is the role of the AEDT?,0
What is the purpose of a bias audit?,0
What are the requirements?,0
What is an automated employment decision tool?,0
What does 'Bias Audit' mean?,0
What are the criteria for a bias audit?,0
What does an automated employment decision tool mean?,0
What are the criteria for an AEDT bias audit?,0
Where can the proceeding be brought?,0
What is the meaning of 'selection rate'?,0
Where can it be returned to?,0
What does 'Impact Ratio' mean?,0
What is the meaning of 'Bias Audit'?,0
What are the conditions?,0
What needs to be publicly available?,0
What are the notification options?,0
Where is the proceeding returnable?,0
What does 'Historical data' mean?,0
What are the required calculations?,0
What are the requirements for the results?,0
What's included in the summary?,0
What is the role of a bias audit in relation to automated employment decision tools?,0
What are they?,0
What are the available methods?,0
Where can it be?,0
What is its purpose?,0
What is the objective?,0
What is it called?,0
Where can it be returned?,0
What is the definition?,0
What is it?,0
What is its meaning?,0
What should be included?,0
What is the purpose of the bias audit?,0
What is the meaning of it?,0
What are the necessary details?,0
When did the new regulations take effect?,0
What is the maximum penalty for a first violation under the new rules?,0
Who is responsible for conducting bias audits?,0
What must employers do before using an automated employment decision tool?,0
What is the primary goal of the new regulations?,0
How often must bias audits be conducted?,0
What must be included in the summary of a bias audit?,0
What is the role of the independent auditor?,0
What data must employers provide upon request under the new rules?,0
What constitutes a separate violation under the new regulations?,0
What entity enforces compliance with the new rules?,0
What must employers disclose on their websites regarding automated employment tools?,0
What is the minimum penalty for subsequent violations?,0
Who can request an alternative selection process?,0
What information must be provided to candidates before using automated tools?,0
How long must the summary of a bias audit be posted on the employer's website?,0
What is the distribution date of an automated employment decision tool?,0
What federal code is referenced in the bias audit requirements?,0
What is the impact ratio in the context of bias audits?,0
What is the definition of a bias audit?,0
What is considered an employment decision under the new regulations?,0
What section of the administrative code was amended to include these new regulations?,0
What must an employer do if they fail to provide notice to a candidate as required?,0
What agency is responsible for initiating actions for violations of the new regulations?,0
What information must be made publicly available on an employer's website regarding bias audits?,0
How long must employers provide data upon request from candidates or employees?,0
What document outlines the responsibilities of employers regarding automated employment tools?,0
What kind of data is used for conducting bias audits if historical data is insufficient?,0
Who must be notified about the use of automated employment decision tools in the hiring process?,0
What must an independent auditor ensure when conducting a bias audit?,0
What types of data protection measures are required by the new regulations?,0
What is the required notice period before using an automated employment tool on candidates?,0
What is the purpose of public disclosure in the context of these new regulations?,0
How often must employers update the bias audit results on their websites?,0
What is the minimum impact ratio that a bias audit must calculate?,0
What does the new law say about the use of test data for bias audits?,0
