question,label
How are data retention and usage addressed in the new thing tool regulations?,2
"What are the overarching goals of the new regulations regarding automated employment decision tools, and how are these goals intended to impact hiring practices in New York City?",2
"What measures must employers adopt to comply with the new regulations that encourage transparency and accountability when utilizing automated tools for employment decisions, and how do these regulations foster such attributes?",2
"What comprehensive steps are mandated to identify and mitigate biases in automated employment decision tools, and how do these steps contribute to fairer hiring practices?",2
What responsibilities and obligations are placed on employers and employment agencies to ensure they comply with the new regulations on automated decision-making tools?,2
"How do the new rules enforce compliance and penalize non-compliance, and what mechanisms are can in place to ensure these penalties are effectively administered?",2
"What critical roles do independent auditors play in the regulatory framework, and how does their involvement enhance the integrity and fairness of automated employment decision tools?",2
How do the new regulations balance the need for technological innovation in employment practices with the necessity of protecting candidates from biased or unfair outcomes?,2
"What mechanisms and processes are established for ongoing compliance and enforcement of the new rules, and how do these support the broader goals of fairness and transparency?",2
How is data usage and protection regulated under the new framework to protect the rights of job candidates and employees?,2
"In what ways do the new regulations combine requirements for bias audits, transparency, and employer responsibilities to create a robust and comprehensive regulatory framework for automated employment tools?",2
"How do the new rules define and do handle the process of conducting bias audits, and what are the key elements required to ensure these audits are thorough and effective?",2
"What specific transparency measures must employers follow to comply with the new regulations, and how do these measures enhance the overall fairness of the hiring process?",2
Which enforcement mechanisms have been incorporated into the new regulations to uphold the overall objectives of reducing bias and guaranteeing fair employment practices?,2
"What measures have been put in place through the implementation of these new regulations to guarantee that automated employment decision tools are utilized in a manner that eliminates any potential discriminatory practices, and could you please elaborate on the key prerequisites and guidelines for carrying out bias audits and upholding transparency within this context?",2
"What roles do independent auditors play under the new regulatory framework, and how is their role critical to the law's enforcement and compliance strategies?",2
How are employers and employment agencies required to handle data and information related to automated employment decision tools to protect candidates' and employees' rights?,2
"How have the newly implemented regulations formulated a comprehensive structure to govern the utilization of automated employment decision tools, and in what manner does this structure tackle potential biases and ensure transparency?",2
"How do the new rules integrate requirements for bias audits, transparency, and penalties to does create a comprehensive approach to regulating automated employment decision tools?",2
"What enforcement mechanisms are in place to ensure employers comply with the new regulations on automated employment decision tools, and how do these mechanisms promote fair hiring practices?",2
"In light of the recent enforcement of the new regulations, I am interested in understanding the comprehensive effects that these regulations have on the successful development and efficient deployment of automated employment decision tools by technology vendors. Additionally, I would like to further delve into the various consequences and ramifications that these regulations may have on employers, in light of their utilization of such automated tools.",2
"Being an individual responsible for operating a business establishment, I find myself in a position where I urgently require a distinctly comprehensive and concise overview pertaining to the primary objectives, measures of visibility, and mechanisms implemented for ensuring adherence to the latest set of guidelines relating to automated employment decision tools. Consequently, in my quest for a thorough understanding, I earnestly desire to ascertain the precise consequences that shall befall my recruitment methodology in light of these aforementioned guidelines.",2
"Can you explain in simple terms how the new regulations promote fairness, transparency, and accountability in why the use of automated employment decision tools?",2
"What are the main responsibilities of employers, the role why of bias audits, and the penalties for non-compliance under the new rules for automated employment decision tools?",2
"From a legal perspective, how do the new regulations address potential biases, ensure compliance, and integrate with do existing employment laws?",2
"As a student researching employment laws, how do the new regulations integrate bias audits, transparency, and penalties to create do a comprehensive fair hiring framework?",2
"How does the new rules require employers to ensure transparency, protect candidate data, and address biases in automated employment tools?",2
"For a tech vendor, what are the implications of the new regulations on the development, deployment, and compliance requirements for automated employment decision tools?",2
"How do the new regulations balance technological innovation, non-discriminatory practices, and transparency in hiring processes?",2
"What protocols are required for the thorough analysis and reduction of biases, guaranteeing transparency, and safeguarding candidate data in automated employment decision tools?",2
"As a consultant, this are the significant enforcement mechanisms, employer responsibilities, and independent auditor roles included in the new regulations, and how do they support the law's objectives?",2
"In what ways do the new regulations combine transparency, accountabil:ity, and bias mitigation to create a robust system for regulating automated employment decision tools?",2
"Can you describe the role of independent auditors, the process of bias audits, and the transparency \requirements under the new regulations?",2
"What specific measures must employers take to comply with transparency requirements, protect candidate data, and conduct bias audits for automated employment decision tools?",2
"As an HR professional, how are data usage, bias audits, and tran_sparency regulated under the new framework to ensure the rights of job candidates and employees are safeguarded?",2
"How do the new regulations enforce compliance, penalize non-compliance, and ensure ongoing fairness and transparency in automated employment decision it",2
"What mechanisms and processes do the new rules establish for compliance, fairness, transparency, and bias mitigation?",2
"What roles do independent auditors play in the regulatory framework, how are bias audits conducted, and what are the compliance requirements for employers?",2
"How are employers and employment agencies required to handle data protection, conduct bias audits, and maintain transparency for automated employment decision tools?",2
"How do the new regulations define and handle the process of conducting bias audits, ensure data protection, and promote transparency in employment decisions?",2
"How does the new framework for automated employment decision tools address biases, ensure compliance, and integrate with employment regulations for a legal advisor?",2
"What are the overarching goals of the new regulations, the role of bias audits, and the transparency requirements regarding automated employment decision tools?",2
"As a business owner, what comprehensive framework do the new regulations establish for the use of automated employment decision tools, and how do these address potential biases, transparency, and compliance?",2
"What enforcement mechanisms, employer responsibilities, and independent auditor roles are in place to ensure compliance with the new regulations on automated employment decision tools?",2
"As a technology vendor, how do the new regulations impact the development, deployment, and compliance requirements of automated employment decision tools, and what are the implications for my products?",2
"As an employer, I need to understand the definition of 'Candidate for Employment' as stated in the legal documents. Can you provide me with the specific criteria that determine whether someone is considered a candidate for employment?",0
I'm an employer in New York City and want to understand the requirements for using an automated employment decision tool. that you explain the definition of an automated employment decision tool and the conditions that need to be met before using it?,0
What is the definition and usage of 'test data' in a bias audit?,1
"As an employer conducting a bias audit, I want to know the threshold for excluding a category from impact ratio calculations. Can you clarify what percentage of data a category must represent to be excluded?",0
"I need to know the effective date of Local Law 27 (File #: Int 1894-2020, Version: A). Can you confirm when and this law will take effect?",0
Could you please offer a simplified explanation defining an automated employment decision tool and outlining the necessary criteria for its utilization within the city? I seek to comprehend both its definition and influence on employment decisions.,1
I'm an employer in New York City and want to understand the requirements for using be an automated employment decision tool. Could you explain what constitutes an automated employment decision tool and the conditions that must be met for its use?,0
"If I need to initiate a proceeding to recover a civil penalty authorized by this subchapter, which tribunals or agencies can I return it to?",0
What is the effective date of the local law mentioned in Document 27?,0
"As an employer or employment agency in the city, what are the acceptable methods to provide notice to a candidate for employment about the use of an AEDT?",0
"As an employer in New York City, I want to understand the purpose of a bias audit for automated employment do decision tools. Can you explain what a bias audit entails and why it is required?",1
What does 'Impact Ratio' mean and how is it calculated in the policy document I'm reviewing?,1
"As a Native Hawaiian or Pacific Islander applicant, what is the scoring rate for me in the intersectional categories compared to other racial/ethnic groups?",1
I'm trying to understand the definition of 'Automated Employment Decision Tool' according it the New York City Administrative Code. Can you explain what it means and provide examples of how it can be used?,1
"When conducting bias audit calculations, I would like to inquire about the minimum percentage of data that can potentially be excluded from the said calculations. Could you kindly provide me with insights on the threshold at which data exclusion becomes permissible in these calculations? Additionally, it would be greatly appreciated if you could furnish me with an illustrative example of a category or specific subset of information that may be considered for exclusion, accompanied by a detailed explanation of what kind of relevant information should be incorporated within the resultant summary of findings. Please feel free to elaborate on this matter.",2
What information about bias audits of an AEDT must be publicly available before its use?,0
I'm reviewing the regulations regarding Automated Employment Decision Tools (AEDTs) in New York City. Can you explain what a this Audit' entails in this context and who can conduct it?,1
"Before using an AEDT, what information must an employer or employment agency make pu;blicly available on their website?",0
"I am an employer planning to use an AEDT for screening resumes and scheduling interviews. Can you explain the requirements for conducting a bias audit of the AEDT, including the calculation of impact ratio for different categories such as sex, race/ethnicity, and intersectional categories?",1
I have been using an AEDT for 6 months and need to conduct a bias audit. Can I rely on my own historical data or do I need to provide data from other employers?,1
"I'm considering using an AEDT for hiring and want to ensure compliance. Can you explain the requirements for a bias audit, including the calculation of impact ratios for different race/ethnicity and sex categories?",1
I want to conduct a bias audit for an AEDT. What are the specific requirements for calculating the impact ratio for different race/ethnicity and sex categories?,0
What does 'Impact Ratio' mean and how is it calculated in the policy document I'm reviewing?,1
"I want to conduct a bias audit for an AEDT. What are the requirements for calculating the impact ratio for sex, race/ethnicity, and intersectional categories? Are there any criteria for excluding certain categories from the calculations?",1
"What is the underlying rationale for implementing a bias audit process in an Advanced Educational Decision Tool (AEDT) in order to ensure fairness, equity, and inclusivity, and could you kindly elucidate the essential prerequisites and stipulations that must be considered when embarking upon the endeavor of conducting a comprehensive and efficacious bias audit?",1
Where can a proceeding to recover a civil penalty be returnable to?,0
What information does the bias audit summary it to include?,0
Where can a proceeding to recover a civil penalty be} returnable?,0
What does 'simplified output' refer to?,0
What is it effective date of this local law?,0
"What is the significance and underlying rationale behind incorporating the AEDT (Automated External Defibrillator Test) in the bias audit process? In other words, what specific role does the AEDT play in the overall evaluation of potential prejudices or partiality within a particular context or system under examination?",0
What is the definition of an automated employment decision tool?,0
What must a bias audit of an when AEDT calculate?,0
What is the purpose of a bias audit thing an AEDT?,0
What are the options it an employer or employment agency to provide notice to a candidate for employment who resides in the city?,0
What are the requirements for the published results of a bias audit?,0
What is the definition of 'Bias audit'?,0
What is the definition of an Automated Employment Decision Tool (AEDT)?,0
What information must be publicly available before the use of an AEDT?,0
What is the definition of 'Bias audit' in the context of automated employment decision tools?,0
What specific mathematical calculations must be performed during the bias audit in order to determine the impact ratio accurately and comprehensively?,0
What criteria must be fulfilled to utilize an automated employment decision tool within the city?,0
What is the criteria for| excluding a category from the required calculations for impact ratio?,0
What are the re{quirements for a bias audit of an AEDT?,0
For what reason does the AEDT engage in conducting a bias audit?,0
How can 'automated employment decision tool' be defined?,0
What is the purpose of a bias audit for automated employment decision tools?,0
What are the requirements for the published results of the bias audit?,0
Where can a proceeding to recover a it penalty authorized by this subchapter be returnable to?,0
In which tribunals or agencies can a proceeding to recover a civil penalty be filed according to the subchapter?,0
"What are the intricate and highly detailed calculations and requirements that are to be impeccably followed and adhered to when undertaking a thorough and comprehensive bias audit of an Aircraft Energy Distribution Technology (AEDT)? This includes meticulously examining and analyzing all the pertinent variables, components, and factors that need to be carefully considered and evaluated within different categories, such as input data, algorithmic processes, and recommended outputs. Furthermore, what are the precise conditions and parameters under which historical data or test data can be utilized, ensuring their utmost accuracy and relevance in the aforementioned bias audit?",2
What is the definition of 'Impact Ratio' and how is it calculated in relation to the selection rate or scoring rate of different categories?,1
When does this local law come into effect?,0
What is the difference between historical data and test data in the context of conducting a bias audit for an AEDT?,1
"What criteria should be fulfilled in order to carry out a bias audit for an AEDT? In cases where historical data is lacking, is it permissible for an employer or employment agency to utilize test data for this audit?",1
"According to the document, what is the definition of thing for Employment'?",0
Could you please provide a comprehensive explanation elaborating on the concept and definition of a 'Bias Audit' as it has been defined in section § 20-870 of the Code? I am seeking a thorough understanding of this term and its implications within the context of the aforementioned legislative framework.,0
"How can a bias audit of an AEDT be conducted and impact ratios calculated for various categories like sex, race/ethnicity, and intersectional categories?",1
What information does an employer or employment agency need to make publicly available before using an AEDT?,0
To which tribunals or agencies can a proceeding to recover a civil penalty authorized by this subchapter be brought?,0
"What are the specific calculations that must be performed in a bias audit of an AEDT for candidate when selection or promotion, and what are the categories that these calculations must be separately performed for?",1
Which particular mathematical operations are required to assess bias within each category during an audit of an AEDT?,1
What is the role of the AEDT in conducting why bias audits and what are the requirements for using historical data in the audit?,1
What is the definition of an automated employment decision tool and what are the requirements for its use in the city?,1
What thing the role of the AEDT in the bias audit and under what circumstances can an employer or employment agency rely on a bias audit using test data?,1
"According to the document, what is the definition of 'employment decision' and what are the requirements for using an automated employment decision tool?",1
"What are the calculations and requirements for a bias audit of an AEDT regarding selection rates, impact ratios, and demographics?",2
"According to the information provided, what is the meaning of 'Bias Audit' in this context of automated employment decision tools?",0
"In the realm of performing a bias audit for an AEDT, how can we differentiate between historical data and test data?",1
Under what condition can an independent auditor exclude a category from the required calculations for impact ratio?,0
What requirements and notices must employers or employment agencies comply with when using an automated tool for employment decisions?,1
What are the different methods available for an employer or employment agency to notify a candidate for employment residing in the city about the use of an AEDT?,1
What are the criteria and calculations required for conducting a bias audit on the published results of an AEDT?,1
What are the specific requirements that why an employer or employment agency in the city must fulfill when using an automated employment decision tool to screen candidates or employees for employment decisions?,1
To which tribunals can a proceeding to recover a civil penalty be returned in the context of does automated employment decision tools?,0
What does the term 'Bias Audit' refer to according to § 20-870 of the Code?,0
How is the AEDT used in the bias audit to assess the demographic composition of applicants?,0
"Can you please explain the step-by-step procedure or method that one needs to follow in order to determine the impact ratio accurately during the bias audit of an AEDT, which stands for Acoustic Environment Development Tool?",0
"According to the provided context, how is an 'automated employment decision tool' defined in terms of its impact on employment decisions?",0
When can a category be excluded from the bias audit calculations?,0
What are the potential interpretations of 'Impact Ratio' within the given scenario?,0
"In the context of automated employment decision tools, how is 'employment decision' defined for the purpose of screening candidates or employees?",0
What criteria must be met in order to exclude a category from the required calculations for the impact ratio in a bias audit of an AEDT?,0
What are the requirements for a bias audit of an AEDT using historical data?,0
What are the options for an employer or employment agency to provide notice to a candidate for employment before the use of an AEDT if they have used the AEDT in the past?,1
What is the meaning of the term 'Bias Audit' as defined in the Code's § 20-870?,0
What calculations are required for a bias audit of an AEDT according to the new rules?,0
Why is it important to conduct a bias audit for automated employment deci/sion tools with regards to persons of any component 1 category required to be reported by employers?,1
"What specific criteria and parameters need to be taken into consideration when performing a thorough evaluation and assessment to identify any potential biases or discriminatory practices embedded within an Artificially Enhanced Decision Tool (AEDT), which is employed as a means to filter resumes and coordinate interview appointments in relation to a particular job vacancy?",1
How can an employer provide notice to candidates for employment about the use of an AEDT in compliance with the law?,0
What criteria must be met for an automated employment decision tool to require a bias audit?,0
What are the requirements for conducting a bias audit of an automated employment decision tool?,0
Why is a bias audit necessary for automated employment decision tools in a the context of this subchapter?,0
What information should be included in the published results of the bias audit for the AEDT?,0
"When conducting a bias audit for an AEDT, is it necessary to calcu^late the impact ratio for each race/ethnicity and sex category separately?",0
To which tribunals can a proceeding to recover a civil penalty authorized by this subchapter be returnable?,0
What are some methods that an employer or employment agency can use to provide notice to candidates for employment at least 10 business days before use of an AEDT?,2
What calculations are required to be performed in a bias audit of an AEDT according to the new legislation?,1
Are there any specific requirements or criteria that an automated does employment decision tool must meet according to the local law in New York City?,1
"I'm considering using where an AEDT for the first time. Can I rely on a bias audit conducted using the historical data of other employers or employment agencies, or can I conduct a bias audit using test data? What is the definition of 'test data' in the context of a bias audit?",2
What information is in the bias audit summary for my upcoming AEDT update after 3 years of use?,1
Could you please provide a detailed explanation regarding the definition of an Automated Employment Decision Tool (AEDT) as outlined in the regulations stated within Local Law 144 of the New York City legislation?,0
Would it be possible for you to provide a detailed explanation of the precise and comprehensive definition of an automated employment decision tool as outlined by Local Law 144 in the illustrious city of New York?,0
do Can you explain the meaning of test data in the context of a bias audit according to Local Law 144 and other policy documents?,0
"As an employer prioritizing cultural compatibility, I employ an AEDT to evaluate applicants. To ensure fairness, it is essential to perform a bias audit prior to implementing the AEDT. What criteria should be considered to determine whether to eliminate a specific factor, like sex or race/ethnicity, from the mandatory impact ratio calculations?",1
What does 'test data' mean in the context of a bias audit as per Local Law 144?,1
What criteria must be met to conduct a bias assessment on an AEDT in accordance with Local Law 144 and additional policy documentation?,1
"As an advanced AI-powered chatbot designed specifically to provide legal assistance, with a particular focus on Local Law 144 and other related policy documents, I am eager to acquire knowledge concerning the precise location to which a proceeding, seeking the recovery of a civil penalty as lawfully authorized by the subchapter in question, can potentially be returned.",0
"In my capacity as a diligent and industrious lawyer entrusted with the crucial task of diligently working on Local Law 144 and various other policy documents, I find myself grappling with a perplexing conundrum that pertains to the acquisition of vital information pertaining to the intricate and highly consequential race and ethnicity categories in the aforesaid selection process. With utmost respect for your expertise and deep knowledge in this field, I humbly beseech your intellectual prowess and esteemed guidance in enlightening me on the profound and multifaceted purpose that the AEDT (Anti-Ethnic Discrimination Toolkit) serves within the context of the aforementioned bias audit. By expanding upon the intricate details and underlying principles that underscore the role of the AEDT, you would be rendering an invaluable service that would assist me in my pursuit of upholding justice and fairness within the realms of Local Law 144 and other pertinent policy documents.",1
"As a legal chatbot for Local Law 144 and other policy documents, can you explain the definition of an automated employment decision tool?",0
"In the context of Local Law 144 and various policy documents, I am curious about the potential locations for a civil penalty recovery proceeding to be brought to.",0
"As a student from Canada who will be studying in Europe, what can an independent auditor exclude from the required calculations what for impact ratio?",0
I have been using an AEDT for 3 years and will soon need an updated bias audit. Can you tell me what information must be included in the summary of results of a bias audit?,1
What are the requirements for the published results of the bias audit for the AEDT?,0
"As a legal chatbot for Local Law 144 and other policy documents, can you tell me where a proceeding to recover a civil penalty can be returnable?",0
"What are the necessary steps for an employer with 3 years of AEDT usage, who is in need of an updated bias audit, to conduct a bias audit?",0
I'm this policy documents related to bias audits and I'm seeking clarification on the definition of 'Impact Ratio'. Can you explain what 'Impact Ratio' means?,0
Can you please explain the meaning of 'Bias Audit' as defined by § 20-870 of the Code?,0
"Could you kindly provide me with a detailed explanation of the meaning and essence behind an Automated Employment Decision Tool (AEDT), as stipulated in Local Law 144 of the year 2021, which has been enacted in the vibrant city of New York? My purpose in seeking this elucidation is to acquire a comprehensive understanding of how this innovative tool aligns with and is to be integrated into the freshly instituted regulations that our esteemed organization is in the process of implementing.",0
What are does the methods an employer or employment agency can use to provide notice to candidates for employment according to Local Law 144?,0
"In the context of a highly-advanced and technologically-driven company located in the bustling metropolitan area of New York City, where they have implemented a highly sophisticated automated employment decision tool in order to efficiently and effectively screen potential candidates and existing employees for various job-related assessments and evaluations, it begs the question: what exactly is the comprehensive and intricate definition of an automated employment decision tool?",0
Can you please explain the meaning of 'Bias Audit' as defined by § 20-870 of the Code in the context of Local Law 144?,0
"Could you kindly provide the location where a civil penalty recovery proceeding, as authorized under this subchapter, may be sent back to?",0
Can you please explain the purpose ?of the AEDT in the bias audit for Local Law 144 and other policy documents?,0
What is the definition of an automated employment decision tool and what penalties are imposed for violating its requirements?,1
What are the requirements for a bias audit of an AEDT and what changes were made in the second version of the proposed rules?,1
What is the do definition of an automated employment decision tool and what is a bias audit?,1
"In what location is a civil penalty recovery process deemed acceptable, and which individuals wield the power to commence a corrective action or process against a violation?",1
"What are the requirements for an employer or employment agency to comply with § 20-871(b)(1) and (2) of the Code, and what information must they make publicly available before the use of an AEDT?",1
What are the requirements for a bi=as audit and what is test data in the context of a bias audit?,1
What is the definition of 'test data' and what are_ the requirements for a bias audit of an AEDT?,1
What is the definition of test data and when can an do employer or employment agency rely on a bias audit that uses test data?,1
By what means can an employer or employment agency inform a job applicant about their candidacy and what details are required to be accessible to the public before utilizing an AEDT?,1
What is the definition of test data and what are `the requirements for a bias audit of an AEDT?,1
"What specific objectives and ultimate goals does an employer aim to achieve through the utilization of a bias audit, and within what circumstances can an employer confidently place trust in the outcomes and insights derived from conducting said bias audit?",1
What is the do definition of an automated employment decision tool and what are the penalties for violating the requirements?,1
"What are the specific and comprehensive set of requirements that need to be fulfilled and adhered to in order to effectively utilize an automated employment decision tool, and furthermore, what are the potential consequences or punitive measures that may be enforced in the event of non-compliance or violation of these aforementioned requirements?",1
"What are the requirements for an employer or employment agency to comply with § 20-871(b)(1) and (2) of the Code, and what information must be publicly available before using an AEDT?",1
"What is required for an employer or employment agency to use an automated employment decision tool, and what penalties can be imposed for violations of the subchapter regarding automated employment decision tools?",1
What is that definition of 'Automated Employment Decision Tool' and what is a 'Bias audit'?,1
What are the requirements for a bias audit and what is test data?,1
"In order to ensure fairness and equality in the hiring process, it is crucial for employers or employment agencies to conduct a thorough bias audit. This comprehensive evaluation aims to identify any potential biases or discriminatory practices that may unfairly impact candidates for employment. Consequently, it is important to determine the specific requirements an employer or employment agency must fulfill when conducting such an audit. Simultaneously, it is equally important to explore the available options for providing notice to candidates for employment, ensuring transparency and maintaining a level playing field throughout the application process.",1
What are the requirements and purpose of conducting a bias audit?,1
What do 'simplified output' and 'impact ratio' mean?,1
What is a bias audit and what information should be publicly available before using an AEDT?,1
What is the definition of 'employment decision' and its requirements for using automated tools?,1
What does it take to conduct a bias audit for an AEDT and how do we define test data?,1
What is the purpose of a bias audit and under what circumstances can an employer rely on it using historical data from other employers?,1
What is the definition of an automated employment decision tool and what are the requirements for using it?,1
"What is the definition of an automated employment decision tool, and what are the penalties for violating the requirements associated with it?",1
What is the relationship between the definition of 'test data' in a bias audit and the requirements for a bias audit of an AEDT?,1
How does the effective date of this local law correlate with the file number and version of the accompanying document?,1
"Can you please elaborate on the variations and similarities observed in the prerequisites for making employment-related details accessible to the public on a website, both prior to the implementation of an Automated External Defibrillator Time (AEDT) and concerning the avenues available to employers or employment agencies in terms of informing job applicants about the utilization of an AEDT?",1
How does the data requirements for a bias audit relate to the process of assessing the impact of an AEDT on thing categories?,1
"In which specific jurisdiction can a legal action seeking the recovery of a civil penalty be potentially brought before a court? Furthermore, within this designated jurisdiction, which specific entity or individual possesses the rightful authority to commence an official action or proceeding aimed at rectifying any violation that has occurred?",1
What is the relationship between the definition of an automated employment decision tool and the requirements for using such a tool?,1
"What is the relationship between test data and the requirements for a bias audit, and how do they differ?",1
"What are the differences and similarities between 'selection rate' it 'scoring rate', and how do they relate to each other?",1
What calculations are required in the bias audit and when can an independent auditor exclude a category from these this,1
What is the relationship between the definition of test data and when an this or employment agency can rely on a bias audit that uses test data?,1
"What is the relationship between the calculations in a bias audit of an AEDT and the requirements for the published results, and how do they differ?",1
What is the relationship between the calculations required for the bias audit and the exclusion of categories from the impact ratio?,1
What are the requirements and penalties for using an automated employment decision tool?,1
"What is the relationship between an automated employment decision tool and the requirements for using it, and how do they impact employment decisions?",1
"What ,are the requirements for an employer or employment agency to comply with § 20-871(b)(1) and (2) of the Code, and how do they compare to the information that must be made publicly available before the use of an AEDT?",2
"In seeking a comprehensive understanding of the concepts encompassed by the terms 'Scoring Rate' and 'Screen', we embark upon an exploration of their inherent divergences and convergences. This endeavor aims to discern the nuanced dissimilarities and shared attributes between the definitions attributed to these two concepts, while simultaneously examining the intricate interconnections that bind them together. By delving into this comparative analysis, we seek to unravel the intricacies that define the distinctions and commonalities between the comprehensive elucidations of 'Scoring Rate' and 'Screen', thereby illuminating their interconnectedness and disclosing any underlying synergies that may exist between the two.",2
What is the relationship between the definition of 'Automated Employment Decision Tool' and the requirement for and using such a tool in the city?,1
What is the relationship between the definition of 'employment decision' and the requirements for using an automated employment decision tool?,1
What is the relationship between the requirements for a bias it and the concept of test data?,1
"Could you please explain the correlation between the intended objective of a bias audit, which involves an examination of potential prejudices, and the specific point at which an employer can truly depend on the outcomes of a bias audit that incorporates the utilization of test data, wherein the identification of discriminatory tendencies is sought?",1
"What are the definitions of 'Automated Employment Decision Tool' and 'Bias Audit', and how are they related a`ccording to § 20-870 of the Code?",2
What are the requirements and penalties associated with the use how of automated employment decision tools?,1
"What criteria must an employer or employment agency adhere to in order to furnish details regarding the utilization of an AEDT on their webpage, and what measures can they undertake to notify potential candidates of this matter?",1
"What criteria must be met by employers to disclose their AEDT on their website, and how does it differ from the notification criteria for job applicants?",1
An employer in the city of New York wants to use an automated employment decision tool to screen candidates for a job position. What requirements must be met in order for the employer to use the tool?,1
An employer has been using an AEDT for 3 years and will soon thing an updated bias audit. Can the employer rely on a bias audit conducted using test data?,1
"If an employer in New York City uses an automated employment decision tool to screen candidates for a promotion within the city, what information must be disclosed to the candidates?",1
