question,label
"According to the document, what is the definition of 'Candidate for Employment'?",1
Can you explain the meaning of 'Bias Audit' as defined by § 20-870 of the Code?,1
"What are the steps and criteria for conducting a bias audit of an AEDT, including the calculation of impact ratios for different categories such as sex, race/ethnicity, and intersectional categories?",2
What information does an employer or employment agency need to make publicly available before using an AEDT?,1
To which tribunals or agencies can a proceeding to recover a civil penalty authorized by this subchapter be brought?,1
"What are the specific calculations that must be performed in a bias audit of an AEDT for candidate selection or promotion, and what are the categories that these calculations must be separately performed for?",2
What specific calculations must be performed for each category in a bias audit of an AEDT?,2
What is the role of the AEDT in conducting bias audits and what are the requirements for using historical data in the audit?,2
What is the definition of an automated employment decision tool and what are the requirements for its use in the city?,2
What is the role of the AEDT in the bias audit and under what circumstances can an employer or employment agency rely on a bias audit using test data?,2
"According to the document, what is the definition of 'employment decision' and what are the requirements for using an automated employment decision tool?",2
"What are the specific calculations and requirements that must be performed during a bias audit of an AEDT for selection rates, impact ratios, and categories of sex, race/ethnicity, and intersectionality?",3
"According to the information provided, what is the meaning of 'Bias Audit' in the context of automated employment decision tools?",1
What is the distinction between historical data and test data in the context of conducting a bias audit for an AEDT?,2
Under what condition can an independent auditor exclude a category from the required calculations for impact ratio?,1
What are the requirements and notices that an employer or employment agency must comply with when using an automated employment decision tool to screen candidates or employees for an employment decision?,2
What are the different methods available for an employer or employment agency to notify a candidate for employment residing in the city about the use of an AEDT?,2
What are the criteria and calculations required for conducting a bias audit on the published results of an AEDT?,2
What are the specific requirements that an employer or employment agency in the city must fulfill when using an automated employment decision tool to screen candidates or employees for employment decisions?,2
To which tribunals can a proceeding to recover a civil penalty be returned in the context of automated employment decision tools?,1
What does the term 'Bias Audit' refer to according to § 20-870 of the Code?,1
How is the AEDT used in the bias audit to assess the demographic composition of applicants?,1
What is the process for calculating the impact ratio in a bias audit of an AEDT?,1
"According to the provided context, how is an 'automated employment decision tool' defined in terms of its impact on employment decisions?",1
Under what circumstance can a category be excluded from the bias audit calculations?,1
"In the context of the provided example, what are the two possible meanings of 'Impact Ratio'?",1
"In the context of automated employment decision tools, how is 'employment decision' defined for the purpose of screening candidates or employees?",1
What criteria must be met in order to exclude a category from the required calculations for the impact ratio in a bias audit of an AEDT?,1
What are the specific requirements for conducting a bias audit of an AEDT using historical data?,1
What are the options for an employer or employment agency to provide notice to a candidate for employment before the use of an AEDT if they have used the AEDT in the past?,2
"According to § 20-870 of the Code, what does the term 'Bias Audit' mean?",1
What calculations are required for a bias audit of an AEDT according to the new rules?,1
Why is it important to conduct a bias audit for automated employment decision tools with regards to persons of any component 1 category required to be reported by employers?,2
What are the requirements for conducting a bias audit of an AEDT used to screen resumes and schedule interviews for a job posting?,2
How can an employer provide notice to candidates for employment about the use of an AEDT in compliance with the law?,1
What criteria must be met for an automated employment decision tool to require a bias audit?,1
What are the requirements for conducting a bias audit of an automated employment decision tool?,1
Why is a bias audit necessary for automated employment decision tools in the context of this subchapter?,1
What information should be included in the published results of the bias audit for the AEDT?,1
"When conducting a bias audit for an AEDT, is it necessary to calculate the impact ratio for each race/ethnicity and sex category separately?",1
To which tribunals can a proceeding to recover a civil penalty authorized by this subchapter be returnable?,1
What are some methods that an employer or employment agency can use to provide notice to candidates for employment at least 10 business days before use of an AEDT?,3
What calculations are required to be performed in a bias audit of an AEDT according to the new legislation?,2
Are there any specific requirements or criteria that an automated employment decision tool must meet according to the local law in New York City?,2
"I'm considering using an AEDT for the first time. Can I rely on a bias audit conducted using the historical data of other employers or employment agencies, or can I conduct a bias audit using test data? What is the definition of 'test data' in the context of a bias audit?",3
I have been using an AEDT for 3 years and will soon need an updated bias audit. Can you tell me what information is included in the bias audit summary?,2
Can you explain the definition of an Automated Employment Decision Tool (AEDT) according to Local Law 144 in New York City?,1
Can you explain the definition of an automated employment decision tool according to Local Law 144 in New York City?,1
Can you explain the meaning of test data in the context of a bias audit according to Local Law 144 and other policy documents?,1
"I am an employer using an AEDT to score applicants for 'culture fit' and want to ensure a bias audit was conducted before using the AEDT. What is the threshold for excluding a category, such as sex or race/ethnicity, from the required calculations for impact ratio?",2
"As a lawyer reviewing the requirements for bias audits in accordance with Local Law 144, can you explain what 'test data' means in the context of a bias audit?",2
What are the requirements for a bias audit of an AEDT according to Local Law 144 and other policy documents?,2
"As a legal chatbot for Local Law 144 and other policy documents, I would like to know where a proceeding to recover a civil penalty authorized by this subchapter can be returned to.",1
"As a lawyer working on Local Law 144 and other policy documents, I need information on the race and ethnicity categories in the selection process. Can you explain the purpose of the AEDT in the bias audit?",2
"As a legal chatbot for Local Law 144 and other policy documents, can you explain the definition of an automated employment decision tool?",1
"As a legal chatbot for Local Law 144 and other policy documents, I would like to know where a proceeding to recover a civil penalty can be returnable?",1
"As a student from Canada who will be studying in Europe, what can an independent auditor exclude from the required calculations for impact ratio?",1
I have been using an AEDT for 3 years and will soon need an updated bias audit. Can you tell me what information must be included in the summary of results of a bias audit?,2
What are the requirements for the published results of the bias audit for the AEDT?,1
"As a legal chatbot for Local Law 144 and other policy documents, can you tell me where a proceeding to recover a civil penalty can be returnable?",1
"As an employer who has been using an AEDT for 3 years and will soon need an updated bias audit, what are the requirements for conducting a bias audit?",1
I'm reviewing policy documents related to bias audits and I'm seeking clarification on the definition of 'Impact Ratio'. Can you explain what 'Impact Ratio' means?,1
Can you please explain the meaning of 'Bias Audit' as defined by § 20-870 of the Code?,1
Can you explain the definition of an Automated Employment Decision Tool (AEDT) according to Local Law 144 of 2021 in New York City? I'm trying to understand how it applies to the new rules our company is implementing.,1
What are the methods an employer or employment agency can use to provide notice to candidates for employment according to Local Law 144?,1
"In the context of a company in New York City using an automated employment decision tool to screen candidates and employees, what is the definition of an automated employment decision tool?",1
Can you please explain the meaning of 'Bias Audit' as defined by § 20-870 of the Code in the context of Local Law 144?,1
"As a legal chatbot for Local Law 144 and other policy documents, can you tell me where a proceeding to recover a civil penalty authorized by this subchapter can be returned to?",1
Can you please explain the purpose of the AEDT in the bias audit for Local Law 144 and other policy documents?,1
What is the definition of an automated employment decision tool and what penalties are imposed for violating its requirements?,2
What are the requirements for a bias audit of an AEDT and what changes were made in the second version of the proposed rules?,2
What is the definition of an automated employment decision tool and what is a bias audit?,2
Where is a proceeding to recover a civil penalty returnable and who has the authority to initiate an action or proceeding for correction of a violation?,2
"What are the requirements for an employer or employment agency to comply with § 20-871(b)(1) and (2) of the Code, and what information must they make publicly available before the use of an AEDT?",2
What are the requirements for a bias audit and what is test data in the context of a bias audit?,2
What is the definition of 'test data' and what are the requirements for a bias audit of an AEDT?,2
What is the definition of test data and when can an employer or employment agency rely on a bias audit that uses test data?,2
"What methods can an employer or employment agency use to provide notice to a candidate for employment, and what information must they make publicly available before the use of an AEDT?",2
What is the definition of test data and what are the requirements for a bias audit of an AEDT?,2
What is the purpose and when can an employer rely on a bias audit?,2
What is the definition of an automated employment decision tool and what are the penalties for violating the requirements?,2
What are the requirements for using an automated employment decision tool and what penalties are imposed for violating these requirements?,2
"What are the requirements for an employer or employment agency to comply with § 20-871(b)(1) and (2) of the Code, and what information must be made publicly available before the use of an AEDT?",2
"What is required for an employer or employment agency to use an automated employment decision tool, and what penalties can be imposed for violations of the subchapter regarding automated employment decision tools?",2
What is the definition of 'Automated Employment Decision Tool' and what is a 'Bias audit'?,2
What are the requirements for a bias audit and what is test data?,2
What must an employer or employment agency provide in a bias audit and what are the options for providing notice to a candidate for employment?,2
What are the requirements and purpose of conducting a bias audit?,2
What is the meaning of 'simplified output' and 'impact ratio'?,2
What is a bias audit and what information should be publicly available before using an AEDT?,2
What is the definition of 'employment decision' and what are the requirements for using an automated employment decision tool?,2
What are the requirements for a bias audit of an AEDT and what is test data?,2
What is the purpose of a bias audit and under what circumstances can an employer rely on it using historical data from other employers?,2
What is the definition of an automated employment decision tool and what are the requirements for using it?,2
"What is the definition of an automated employment decision tool, and what are the penalties for violating the requirements associated with it?",2
What is the relationship between the definition of 'test data' in a bias audit and the requirements for a bias audit of an AEDT?,2
What is the relationship between the effective date of this local law and the file number and version of the associated document?,2
What are the differences and similarities between the requirements for publicly available information on the employment section of a website before the use of an AEDT and the options for an employer or employment agency to provide notice to a candidate for employment regarding the use of an AEDT?,2
How does the data requirements for a bias audit relate to the process of assessing the impact of an AEDT on different categories?,2
"Where can a proceeding to recover a civil penalty be returnable, and who has the authority to initiate an action or proceeding for correction of any violation?",2
What is the relationship between the definition of an automated employment decision tool and the requirements for using such a tool?,2
"What is the relationship between test data and the requirements for a bias audit, and how do they differ?",2
"What are the differences and similarities between 'selection rate' and 'scoring rate', and how do they relate to each other?",2
What calculations are required in the bias audit and when can an independent auditor exclude a category from these calculations?,2
What is the relationship between the definition of test data and when an employer or employment agency can rely on a bias audit that uses test data?,2
"What is the relationship between the calculations in a bias audit of an AEDT and the requirements for the published results, and how do they differ?",2
What is the relationship between the calculations required for the bias audit and the exclusion of categories from the impact ratio?,2
What are the requirements and penalties associated with using an automated employment decision tool?,2
"What is the relationship between an automated employment decision tool and the requirements for using it, and how do they impact employment decisions?",2
"What are the requirements for an employer or employment agency to comply with § 20-871(b)(1) and (2) of the Code, and how do they compare to the information that must be made publicly available before the use of an AEDT?",3
"What are the differences and similarities between the definitions of 'Scoring Rate' and 'Screen', and how do they relate to each other?",3
What is the relationship between the definition of 'Automated Employment Decision Tool' and the requirement for using such a tool in the city?,2
What is the relationship between the definition of 'employment decision' and the requirements for using an automated employment decision tool?,2
What is the relationship between the requirements for a bias audit and the concept of test data?,2
What is the relationship between the purpose of a bias audit and when an employer can rely on a bias audit that uses test data?,2
"What are the definitions of 'Automated Employment Decision Tool' and 'Bias Audit', and how are they related according to § 20-870 of the Code?",3
What are the requirements and penalties associated with the use of automated employment decision tools?,2
"What are the requirements for an employer or employment agency to provide information about the use of an AEDT on their website, and how can they notify candidates about it?",2
"What are the requirements for an employer to provide information on their website regarding their AEDT, and how does it compare to the notice requirements for candidates for employment?",2
An employer in the city of New York wants to use an automated employment decision tool to screen candidates for a job position. What requirements must be met in order for the employer to use the tool?,2
An employer has been using an AEDT for 3 years and will soon need an updated bias audit. Can the employer rely on a bias audit conducted using test data?,2
"If an employer in New York City uses an automated employment decision tool to screen candidates for a promotion within the city, what information must be disclosed to the candidates?",2
"If an employer or employment agency violates the requirements for using an automated employment decision tool, what penalties may they face?",2
An employer wants to conduct a bias audit to assess the impact of their hiring process on different race/ethnicity categories. Can they rely on a bias audit that uses test data instead of historical data?,2
Does this local law limit the authority of the commission on human rights to enforce the provisions of title 8?,2
An employer in the city wants to use an AEDT for employment decisions. How should the employer provide notice to candidates for employment who reside in the city?,2
"If an employer or employment agency uses an automated employment decision tool to screen a candidate or employee for an employment decision in New York City, what notices are they required to provide?",2
An employer uses an AEDT to score applicants for 'culture fit.' The AEDT conducted a bias audit that excluded a category representing less than 2% of the data used. Is this exclusion allowed under the law?,2
"If an employer in the city of New York uses an automated employment decision tool to screen a candidate for an employment decision, what are the requirements under the law?",2
"An employer is using an AEDT to screen candidates for a job position. The AEDT assesses candidates based on 'culture fit.' According to the provided context, what are the requirements for conducting a bias audit of the AEDT?",2
Suppose an employer in New York City uses an automated employment decision tool to screen candidates for employment. What are the requirements for the use of such a tool according to the local law?,2
"An employer in the city of New York wants to use an automated employment decision tool to screen candidates for a job opening. According to the provided context, what requirements must the employer fulfill before using the tool?",2
An employer has been using an AEDT for 3 years and will soon need an updated bias audit. Can the employer rely on a bias audit conducted using historical data from its own use of the AEDT?,2
An employer in New York City wants to use an automated employment decision tool to screen candidates for a job opening. What requirements must the employer meet in order to use the tool?,2
"If a person wants to initiate a proceeding to recover a civil penalty authorized by this subchapter, where can the proceeding be returnable?",2
"If a person wants to recover a civil penalty authorized by this subchapter, where can they bring a proceeding?",2
"An employer in the city uses an automated employment decision tool to screen candidates for a job position. According to the provided context, what requirements must be met for the use of such tool to be lawful?",2
"An employer uses an AEDT to score applicants for 'culture fit.' According to the provided context, what must the employer ensure in order to use the AEDT?",2
An employer wants to use an AEDT to screen resumes and schedule interviews for a job posting. What are the requirements for a bias audit of the AEDT?,2
"Suppose an employer in New York City uses an automated employment decision tool to make hiring decisions. According to the rules mentioned in the context, what are the requirements for the use of such a tool under Local Law 144 of 2021?",2
An employer wants to use an AEDT to screen resumes and schedule interviews for a job posting. Does the employer need to conduct a bias audit of the AEDT?,2
"If an employer in New York City uses an automated employment decision tool to screen candidates or employees for an employment decision, what requirements must be met?",2
An employer in the city of New York wants to use an automated employment decision tool to screen candidates for a job opening. What requirements must the employer meet in order to use the tool?,2
What is the purpose?,1
What calculations are required?,1
What should be in the summary?,1
What is the role of the AEDT?,1
What is the purpose of a bias audit?,1
What are the requirements?,1
What is an automated employment decision tool?,1
What does 'Bias Audit' mean?,1
What are the criteria for a bias audit?,1
What does an automated employment decision tool mean?,1
What are the criteria for an AEDT bias audit?,1
Where can the proceeding be brought?,1
What is the meaning of 'selection rate'?,1
Where can it be returned to?,1
What does 'Impact Ratio' mean?,1
What is the meaning of 'Bias Audit'?,1
What are the conditions?,1
What needs to be publicly available?,1
What are the notification options?,1
Where is the proceeding returnable?,1
What does 'Historical data' mean?,1
What are the required calculations?,1
What are the requirements for the results?,1
What's included in the summary?,1
What is the role of a bias audit in relation to automated employment decision tools?,1
What are they?,1
What are the available methods?,1
Where can it be?,1
What is its purpose?,1
What is the objective?,1
What are they?,1
What are they?,1
What are they?,1
What is it called?,1
What are they?,1
Where can it be returned?,1
What is the definition?,1
Where can it be?,1
What is it?,1
What is its meaning?,1
What should be included?,1
What is the purpose of the bias audit?,1
What is the purpose?,1
What is the meaning of it?,1
What is the purpose?,1
What are the necessary details?,1
What is the definition?,1
What is it?,1
What is it?,1
Where can it be?,1
