question,label
What mechanisms and processes support ongoing compliance and enforcement of the new rules and the broader goals of fairness and transparency?,2
How does the new framework regulate data usage and protection to protect the rights of job candidates and employees?,2
"How do the new regulations combine requirements for bias, audits, transparency, and employer responsibilities to create a robust and comprehensive regulatory framework for automated employment tools?",2
"What are the new rules for conducting bias audits, and what elements are necessary for thorough and effective audits?",2
"What transparency measures must employers follow to comply with the new regulations, and how do they enhance the hiring process's overall fairness?",2
"What are the new regulations' significant enforcement mechanisms, and how do they relate to reducing bias and ensuring fair employment practices?",2
"What are the measures in place for conducting bias audits and maintaining the transparency? to ensure use of automated employment decision tools, and what non-discriminatory are main requisites",2
What roles do how independent auditors play under the how new regulatory framework and how i>s their role critical is to the laws= enforcement and compliance strategies,2
What are the requirements for employers and employment agencies in handling data and information related to automated employment decision tools to protect candidates' and employees' rights?,2
"do biases and the new regulations establish for automated employment decision tools, and What how address ensure do they transparency?",2
"What is the comprehensive approach to regulating automated employment decision tools, considering requirements for bias audits, transparency, and penalties?",2
What mechanisms enforce employer compliance with regulations on automated employment decision tools and how do they promote fair hiring practices?,2
What are the effects of the new regulations on the development and deployment of automated employment decision tools by technology vendors and the implications for employers?,2
What is the impact of the new regulations on automated employment decision tools on my hiring process?,2
"Can you explain how the new regulations promote fairness, transparency, and accountability in the use of automated employment decision tools?",2
"What are the employers' main responsibilities, the role of bias audits, and the penalties for non-compliance under the new rules for automated employment decision tools?",2
"How do the new regulations address potential biases, ensure compliance, and integrate with existing employment laws from a legal perspective?",2
"How do the new employment laws integrate bias audits, transparency, and penalties to create a comprehensive fair hiring framework?",2
"How do the new rules require employers to maintain transparency, protect candidate data, and mitigate biases in automated employment tools?",2
What are the implications of the new regulations on automated employment decision tools for a tech vendor?,2
"How do the new regulations achieve a balance between technological innovation, non-discriminatory practices, and transparency in hiring?",2
"What steps are required to identify and mitigate biases, ensure transparency, and protect candidate data in automated employment decision tools?",2
What are the various elements involved in the new regulations and how do they contribute to achieving the law's objectives?,2
"How do the new regulations integrate transparency, accountability, and bias mitigation to establish a strong system for regulating automated employment decision tools?",2
Describe the role of independent auditors in conducting bias audits and meeting the transparency requirements of new regulations.,2
"What measures must employers take to comply with transparency requirements, protect candidate data, and conduct bias audits for automated employment decision tools?",2
"How is the regulation of data usage, bias audits, and transparency in the new framework safeguarding the rights of job candidates and employees?",2
"How do the new regulations address compliance, non-compliance penalties, and fairness/transparency in automated employment decision tools?",2
"What mechanisms and processes are established by the new rules in ongoing compliance to support fairness, transparency, and bias mitigation?",2
"what could What how roles do will independent auditors play in the regulatory framework, how are bias audits conducted, and what are the compliance requirements for employers?",2
What are the data protection requirements for employers and employment agencies conducting bias audits and maintaining transparency for automated employment decision tools?,2
"How do the new regulations address bias audits, data protection, and transparency in employment decisions?",2
"What are the implications of the new framework for automated employment decision tools in relation to biases, compliance, and integration with broader employment regulations?",2
"What are the goals of the new regulations, the role of bias audits, and the transparency requirements for automated employment decision tools?",2
"What is the comprehensive framework established by the new regulations for the use of automated employment decision tools, and how does it address potential biases, transparency, and compliance?",2
"What measures ensure compliance with the new regulations on automated employment decision-making and tools in terms of enforcement mechanisms, employer responsibilities, and independent auditor roles?",2
"How do the new regulations impact the development, deployment, and compliance requirements of automated employment decision tools for technology vendors, and what are the implications for their products?",2
"As an employer, I require comprehensive comprehension of the meaning of a Candidate for Employment, as explicitly indicated in the legal documents. Would you be able to furnish me with the explicit set of criteria utilized to ascertain whether an individual should be regarded as a candidate for employment?",0
"As an employer located in New York City, I am seeking a comprehensive understanding of the prerequisites associated with the utilization of an automated employment decision tool. Would you kindly elucidate the explicit meaning of an automated employment decision tool, as well as expound upon the specific stipulations and criteria that must be satisfied prior to its implementation?",0
"In the context of a bias audit, what is the definition of 'test data' and when can it be used?",1
Can you provide information on the criteria for excluding a category from impact ratio calculations in a bias audit?,0
"Can you please provide me with the effective date of Local Law 27, also known as File Int 18942020 Version A? I would like to confirm when this law will take effect.",0
I want to understand what an automated employment decision tool is and how it impacts employment decisions. Can you provide a simplified definition and explain the requirements for using such a tool in the city?,1
Could you provide information on the criteria for utilizing an automated employment decision tool in New York City?,0
"If I am in possession of the necessary requirements to commence a legal action in order to retrieve a monetary punishment that is approved within this subchapter, to which tribunals or agencies am I able to restore it?",0
Can you provide me with the effective date of the specific local law referenced in Document 27?,0
"As an employer or will employment agency in the city, what are the acceptable methods to provide notice to a candidate for employment about the use of an AEDT?",0
can As an employer in New York can City I want to understand the purpose of a bias audit for automated employment decision do tools Can you explain what a bias audit entails% and why it is required,1
I'm reviewing a policy document and came across the term 'Impact Ratio.' Can you explain what it means and how it is calculated?,1
"is the scoring applicant, what categories compared to other racial/ethnic groups? As a Native Hawaiian or rate for me in the intersectional Pacific Islander",1
Can you provide information on the 'Automated Employment Decision Tool' as defined in the New York City Administrative Code?,1
"In the bias audit calculations, what is the minimum percentage of data that can be excluded from the calculations? Can you provide an example of a category that can be excluded and the information that should be included in the summary of results?",2
What specific types of information must be made publicly accessible before utilizing an AEDT bias audit?,0
I'm reviewing the regulations regarding Automated Employment Decision Tools (AEDTs) in New York City. Can you explain what a 'Bias Audit' entails in this context and who can conduct it?,1
"What information, pertaining to the use of an AED, must an employer or employment agency make publicly available on their website?",0
I am an employer will planning to use an AEDT for screening resumes and scheduling interviews Can you$ explain the requirements for conducting a bias audit of the AEDT including the calcu*lation of impact ratio for when different categories such as sex raceethnicity and intersectional categories,1
I have been using an AEDT for 6 months and need to conduct a bias audit. when Can I rely on my own historical can data or do I need to provide data from other employers? how,1
Im considering using an AEDT for hirin{g and want t'=o ensure compliance Can you explain the requirements for a bias audit including the calculation of impact ratios for different raceethnicity and sex categories,1
I want to conduct a bias audit for an AEDT What are the when specific requirements for calculating the impact ratio for different raceethni|city and sex categories,0
I'm reviewing it is a policy document Can you explain what it and came across the term 'Impact Ratio'. means and how calculated?,1
"I want to conduct a bias audit for an AEDT. What are the requirements for calculating the impact ratio for sex, race/ethnicity, and intersectional categories? Are there any criteria for excluding certain categories from the calculations?",1
Why is a bias audit does necessary for an AEDT and when what are the minimum requirements ?for conducting a bias audit,1
To what specific location can a proceeding aiming to retrieve a civil penalty be returned?,0
What information is required for the inclusion of the bias audit summary?,0
In what specific locations can an initiating or filing process for the purpose of recovering a civil penalty be undertaken?,0
How is the term 'simplified output' defined and what does it describe?,0
What is the specific date on which this local law goes into effect?,0
What is the specific role or function of the AEDT (Automated External Defibrillator Tester) in the comprehensive bias audit procedure?,0
What is the comprehensive definition that explains the functionality and purpose of an automated employment decision-making tool?,0
What must a bias audit of an AEDT calculate?,0
What is and the :purpose of a bias how audit for^ an AEDT,0
"What are the various methods that an employer or employment agency can utilize in order to deliver a notification to a candidate seeking employment, who happens to live within the boundaries of the city?",0
What are the how requirements for could who the published results of a bias audit? is,0
Can you please provide a detailed explanation of the term 'Bias audit' and its definition?,0
What is the abbreviation AEDT intended to represent?,0
What specific pieces of information must be made publicly accessible before the utilization of an Automated External Defibrillator Training (AEDT)?,0
"In the context of automated employment decision tools, could you please provide the comprehensive definition of 'Bias audit'?",0
What are the calculations required in the bias audit for the impact ratio?,0
Can you please provide a detailed explanation of what the requirements are for using an automated employment decision tool within the city?,0
What are the specific criteria that determine the exclusion of a certain category from the required calculations for the impact ratio?,0
Can you please provide a detailed explanation of what the requirements are for conducting a bias audit on an individual who is affiliated with or belongs to the Australian Eastern Daylight Time (AEDT) time zone?,0
What is the purpose of the AEDT in conducting a bias audit?,0
What meaning can be ascribed to the term 'automated employment decision tool'?,0
What is the ultimate objective of conducting a bias audit specifically focused on automated employment decision tools?,0
)?,0
"Where c,an a proceeding to recover a civil penalty authorized by thi^s subchapte*r be returnable to",0
"According to the subchapter, within which tribunals or agencies is it possible to initiate a proceeding aimed at recovering a civil penalty?",0
"What are the calculations and requirements for conducting a bias audit of an AEDT, including the categories and conditions for using historical or test data?",2
What is the definition of Impact Ra)tio and how is it calculated in relation to the selection rate or scoring rate of different and categories,1
When does this local law come into effect?,0
historical data and test data in the context of What is the difference between conducting a bias audit for an AEDT?,1
What are the requirements for conducting a bias audit for an AEDT? Can an employer or employment agency use test data for the bias audit if there is insufficient historical data available?,1
According to the be document wha@t is the definition of Candidate who for Employment where,0
Can you provide an explanation of the definition of Bias Audit as described in section a^ § 20870 of the Code?,0
"What are the steps and criteria for conducting a bias audit of an AEDT, including the calculation of impact ratios for different categories such as sex, race/ethnicity, and intersectional categories?",1
"Before an employer or employment agency utilizes an AEDT, what specific pieces of information must they disclose to the public?",0
To which tribunals or agencies can an individual bring a proceeding in order to recover a civil penalty that has been authorized by this specific subchapter?,0
What are the specifi<c calculations that must be performed in a bias audit of an AEDT for candi/date select%ion or promotion and what are the categories that these calculations must be separately perf|ormed f#or,1
What actions need to be taken for each group in a bias review of an AEDT?,1
What is the role of the AEDT in conducting bias audits and what are the requirements for using historical data in the audit?,1
What is the definition of an automated employment decision tool and what are the requirements for its use in the city?,1
What is the role of the AEDT in the bias audit and under what circumstances can an employer or employment agency rely on a bias audit using test data?,1
According to the document wh(at is the definition of employment decision and what are the requirements for using an automated employment decision tool,1
"What is involved in an AEDT bias audit concerning calculations and selection rate requirements, impact ratios, and categories like sex, race/ethnicity, and intersectionality?",2
Accordin)g to c!an the do information provided what is do the meaning of Bias Audit in the context of automated employment decision tools,0
What is the distinction between historical context of conducting a bias audit for an test data in the AEDT? data and,1
What specific situation permits an independent auditor to deliberately omit a category from the mandatory calculations when determining the impact ratio?,0
What are the requirements and notices that an employer or employment agency must comply with when using an automated employment decision tool to screen candidates or employees for an employment decision?,1
What are the different methods available for an employer or employment agency to notify a candidate for employment residing in the city about the use of an AEDT?,1
"What[ are the criteria) and calculations required for conducting a could bias audit on the published results of an AED,T",1
What are the specific requirements that an employer or employment agency in the what city must fulfill when using an automated employment decision tool to screen can candidates or employees for employment decisions?,1
"In the context of automated employment decision tools, in relation to recovering a civil penalty, to which tribunals is it possible for a proceeding to be returned?",0
What does the term 'Bias Audit' what refer to where according to § 20-870 of the who Code?,0
How is the AEDT used in the bias audit to assess the demographic composition of applicants?,0
What is the step-by-step procedure that needs to be followed in order to calculate the impact ratio during a bias audit of an AEDT?,0
"Based on the context that has been provided, can you elaborate on the definition of an 'automated employment decision tool' specifically in relation to its influence on employment decisions?",0
In which particular circumstance is it possible for a category to be exempted from the calculations conducted in the bias audit?,0
"Regarding the specific example that has been provided, could you kindly elucidate the two potential interpretations of the term 'Impact Ratio'?",0
"In the specific domain of automated employment decision tools, how is the term ""employment decision"" defined when it is utilized for the purpose of evaluating and assessing candidates or existing employees during the screening process?",0
"In order to exclude a category from the required calculations for the impact in a bias do audit of an AEDT, what specific criteria must be fulfilled?",0
What are the precise qualifications and criteria that need to be fulfilled when carrying out a thorough examination of potential prejudice in an Annual Ethics and Diversity Test (AEDT) through the utilization of past records?,0
What are the options for an employer or employment agency to provide notice to a candidate for employment before the use of an AEDT if they have used the AEDT in the past?,1
"According to Section 20-870 of the Code, when referring to the term 'Bias Audit', what is the precise definition for it?",0
"What specific calculations need to be performed in order to conduct a bias audit of who is an AEDT, following the new rules?",0
Why is it important to conduct a bias audit for automated employment decision tools with regards to a persons of any a component 1 category required why and to be and reported by employers?,1
What are the requirements for conducting a bias audit of an AEDT used to screen resumes and schedule interviews for a job posting?,1
In what manner can an employer effectively communicate information to potential job applicants regarding the utilization of an Automated External Defibrillator Training (AEDT) in adherence to the legal regulations?,0
"For an automated employment decision tool to necessitate a bias audit, what specific set of conditions or standards must be satisfied or fulfilled?",0
What specific information must one possess in order to properly evaluate the presence of bias in an automated employment decision tool?,0
"In the context of this subchapter, what is the rationale behind the requirement of conducting a bias audit specifically for automated employment decision tools?",0
What information should be included in the published results of the bias audit for what the AEDT?,0
Is it necessary to perform separate calculations for the impact ratio of each race/ethnicity and sex category when conducting a bias audit for an AEDT?,0
To which tribunals can a proceeding to recover a civil penalty authorized by this subchapter be returnable?,0
What methods can an employer to provide notice to candidates for employment at days or employment agency use before least 10 business use of an AEDT?,2
What calculations are required to be performed in a bias audit of an AEDT according to the new legislation?,1
Are there any specific requirements or criteria that an automated employment decision tool must meet according to the local law in New York City?,1
"Can I rely on a bias audit using historical data from other employers or employment agencies, or can I use test data for a bias audit? What is the definition of 'test data' in the context of a bias audit?",2
I have been using an AEDT for 3 years and will soon need an updated bias audit. Can you tell me what information is included in the bias audit summary?,1
Can you explain according the definition of an Automated Employment to Local Law 144 in New York City? Decision Tool (AEDT),0
"According to Local Law 144 in New York City, would you be able to provide a detailed explanation of the definition of an automated employment decision tool?",0
"Could you please provide an extensive explanation of the significance and interpretation of test data, specifically in the specific context of a bias audit as stipulated by Local Law 144 and any relevant policy documents?",0
"I am an employer using applicants for 'culture fit' and want to ensure a bias audit was conducted before using the AEDT. What is the threshold for excluding a category, such as sex or race/ethnicity, from the required calculations for impact ratio? an AEDT to score",1
"As a lawyer reviewing the requirements for bias audits in accordance with Local Law 144, can you explain what 'test data' means in the context of a bias audit?",1
What are the what requ#irements for a bias audit of an AEDT according to Local Law 144 a`nd other policy documents,1
"As a legal chatbot for Local Law 144 and other policy documents, I would like to know where a proceeding to recover a civil penalty authorized by this subchapter can be returned to.",0
"As a lawyer work)ing on Local Law 144 and other policy documents I need information on the race and ethnicity categori,es =in the selection process ,Can you explain the purpose of the AEDT in the bias audit",1
"In your role as a legal chatbot specifically designed to tackle Local Law 144 and other policy documents, could you provide a thorough explanation of what an automated employment decision tool encompasses?",0
"I, an AI chatbot designed to provide legal assistance and address inquiries related to Local Law 144 and other policy documents, would greatly appreciate it if you could provide me with the specific location or jurisdiction where a legal process for reclaiming a monetary fine imposed for a civil offense can be initiated and resolved.",0
"As a student hailing from ratio calculations, what specific elements Europe, context of Canada and embarking on a study journey in impact can an in the independent auditor purposefully omit?",0
I have been using an AEDT for 3 years and will soon need an updated bias audit. Can you tell information must be included in the summary of me what results of a bias audit?,1
What are all the specific criteria or conditions that need to be met in order for the published findings of the bias audit for the AEDT (Automated External Defibrillator Test) to be considered valid and in compliance with the established standards?,0
"Can you, in your capacity as a chatbot designed to provide legal assistance specifically regarding Local Law 144 and other relevant policy documents, furnish me with the information pertaining to the specific location where a proceeding aimed at obtaining a civil penalty can be designated to be resolved?",0
"As an employer who has been utilizing an Automated Employment Data Tool (AEDT) for a duration of three and a half years and is now on the verge of necessitating an updated evaluation of predispositions in the organizational environment, what are the essential prerequisites and criteria to be fulfilled for executing a comprehensive bias audit?",0
"I'm in the process of thoroughly examining policy documents that pertain to bias audits, and in my quest for a more comprehensive understanding, I am in need of additional clarification regarding the precise meaning and definition of the term 'Impact Ratio'. Would you kindly provide an elaborate explanation of what 'Impact Ratio' signifies and encompasses?",0
Can you please explain the meaning of 'Bias Audit' as defined by § 20-870 of the Code?,0
"Could you please provide a detailed explanation of the specific definition assigned to an Automated Employment Decision Tool (AEDT) as specified in Local Law 144 of 2021, which pertains to the jurisdiction of New York City? I am currently striving to comprehend its practical implications within the context of the novel regulations our organization is in the process of implementing.",0
"According to Local Law 144, in order to inform candidates for employment, what are all the methods that an employer or employment agency can utilize for providing notice?",0
"Can you please explain the significance or interpretation of an automated employment decision tool within the setting of a company situated in New York City, where it is utilized for the purpose of evaluating both job applicants and existing staff members?",0
"Can you kindly provide an elucidation of the significance of the term 'Bias Audit,' as per the definition outlined in Clause § 20-870 of the Code, within the framework of its applicability to Local Law 144?",0
"As a legal chatbot for Local Law 144 and other policy documents, can you tell me where a proceeding to recover a civil penalty authorized by this subchapter can be returned to?",0
Can you provide an expanded explanation regarding the specific role of the AEDT (Assessment of Biases in Local Law 144 and other policy documents) when it comes to evaluating and identifying biases present within these aforementioned policy documents?,0
What is the definition of an automated employment decision tool and what penalties are imposed for violating its requirements?,1
What are the requirements for a bias audit of an AEDT and what changes were made in the second version of the proposed rules?,1
What is the definition of an automated employment decision tool and what is a bias audit?,1
Where is a proceeding to recover a civil penalty returnable and who has the authority to initiate can an how action or proceeding for correction of a= violatio?n,1
"What are the requirements for an employer or employment agency to comply with § 20-871(b)(1) and (2) of the Code, and what information must they make publicly available before the use of an AEDT?",1
What are the requirements for a bias audit and what is test data in the context of a bias audit?,1
What is the definition of 'test where data' and what are how the requirements for a bias audit of an AEDT?,1
What is the definition of test data and when can an employer or employment agency rely on a bias audit that uses test data?,1
"What methods can an employer or employment agency use to provide notice to a candidate for employment, and what information must they make publicly available before the use of an AEDT?",1
What do we need to know about test data and bias audit requirements for an AEDT?,1
What is the purpose and when can an employer rely on a bias audit?,1
can What w/here is the who definition of an automated employment decision tool and what are the penalties fo_r violating the requirements,1
What are the requirements for using an automated employment decision tool and what penalties are imposed for violating these requirements?,1
"What are the requirements for an employer or employment agency to comply with § 20-871(b)(1) and (2) of the Code, and what information must be made publicly available before the use of an AEDT?",1
"What is required for an employer or employment agency to use an automated employment decision tool, and what penalties can be imposed for violations of the subchapter regarding automated employment decision tools?",1
What is the definition of 'Automated Employment Decision Tool' and what is a 'Bias audit'?,1
What are the requirements for a bias audit and what is test data?,1
What must an employer or employment agency provide in a bias audit and what are the options for providing notice to a candidate for employment?,1
What are the requirements and purpose of conducting a bias audit?,1
why What is the meaning of could 'simplified where output' and 'impact ratio'? does,1
What' is a b~ias audit and what information should be could publicly available before using an AE^DT,1
What is the definit#ion of employment decision and what are the requirements for using an automated employment decision tool,1
What are the requirements for a bias audit of an AEDT and what is test data?,1
Under what conditions can an employer utilize historical data from other employers for a bias audit and for what reason?,1
What is the definition of an automated employment decision tool and what are the requirements for using it?,1
"What is the definition of an automated employment decision tool, and what are the penalties for violating the requirements associated with it?",1
What is the relationship between the definition of how 'test data' in a bias audit and the requirements for a and bias audit where of an AEDT?,1
How are the effective date of this local law and the file number and version of the associated document connected?,1
What are the differences and similarities between the requirements for publicly available information on the employment section of a website before the use of an AEDT and the options for an employer or employment agency to provide notice to a candidate for employment regarding the use of an AEDT?,1
How does the data requirements for a bias audit relate to the process of assessing the impact of an AEDT on different categories?,1
"Where can a proceeding to recover a civil penalty be returnable, and who has the authority to initiate an action or proceeding for correction of any violation?",1
What is the relationship between the definition of an automated employment decision tool and the requirements for using such a tool?,1
What i{s the relationship` between test data and the requirements for a bias audit and how do they differ,1
"What are the differences and similarities between 'selection rate' and 'scoring rate', and how do they relate to each other?",1
What calculations are required in the bias audit and when can an independent auditor exclude a category from these calculations?,1
What is the relationship between the definition of test data and when an employer or employment agency can rely on a bias audit that uses test data?,1
"What is the relationship between the calculations in a bias audit of an AEDT and the requirements for the published results, and how do they differ?",1
What are the factors involved in the bias audit and the exclusion of categories from the impact ratio?,1
What are the requirements and penalties associated with using an automated employment decision tool?,1
"What is the relationship between an automated employment decision tool and the requirements for using it, and how do they impact employment decisions?",1
"What must an employer or employment agency do to comply with § 20871b1 and 2 of -!the Code, and how does it compare to the information required before the use of an AEDT?",2
"How do the definitions of 'Scoring Rate' and 'Screen' differ and resemble each other, and what is their relationship?",2
What is 'Automated Employment Decision the relationship between the definition of tool in the for Tool' and the requirement using such a city?,1
What is the relationship between the definition of 'employment decision' and the requirements for using an automated employment decision tool?,1
What is the relationship between the requirements for a bias audit and the concept of test data?,1
What is the rela{t=ionship b&etween =the purpose <of a bias audit and when an employer can rely on a bias audit that uses test data,1
"What are the definitions of 'Automated Employment Decision Tool' and 'Bias Audit', and how are they related according to § 20-870 of the Code?",2
What are the requirements and penalties associated with the when use of automated employment decision tools?,1
"What are the requirements for an employer or employment agency to provide information about the use of an AEDT on their website, and how can they notify candidates about it?",1
"What are the requirements ,for an employer to :provide information on their website regarding their AEDT a and how doe+s it compare to the notice do requirements for candidates for employment",1
An employer in the city of New York wants to use an and automated employment decision tool to screen candidates for a job position. What requirements must be met in order for the employer to use the tool?,1
An employer has 'been using an AEDT for 3 years and will soon need an updat}ed( bias audit Can the employer rely on a bias audit conducted using test data,1
If an employer in New York City use|s will an automated employment decision tool to screen candidates for a promotion within the city what information must why be disclosed to the candidates does,1
"If an employer or employment agency violates the requirements for using an automated employment decision tool, what penalties may they face?",1
An employer wants to conduct a bias audit to assess the impact of their hiring process on different race/ethnicity categories. Can they rely on a bias audit that uses test data instead of historical data?,1
Does this local law limit the authority of the commission on human rights to enforce the provisions of title 8?,1
An employer in the city wants to use an AEDT for employment decisions. How should the employer provide notice to candidates for employment who reside in the city?,1
If an employer or employment agency us$es an automated employment decision tool to screen a candi;date or employee for an employment decision in New York City what notices are they required to provide,1
An employer uses an AEDT to score applicants for 'culture fit.' The AEDT conducted a bias audit that excluded a category representing less than 2% of the data used. Is this exclusion allowed under the law?,1
"If an employer in the city of New York uses an automated employment decision tool to screen a candidate for an employment decision, what are the requirements under the law?",1
"An employer is using an AEDT to screen candidates for a job position. The AEDT assesses candidates based on 'culture fit.' According to the provided context, what are the requirements for conducting a bias audit of the AEDT?",1
Suppose an employer in New York City uses an automated employment decision tool to screen candidates for employment. What are the requirements for the use of such a tool according to the local law?,1
An employer in the city of New York wants to use an automat%ed employment decision tool to scre*en candidates for a job ope#ning According to the provided context what requirements must the@ employer fulfill before using the tool,1
An employer has been using an AEDT for 3 years and will soon need an updated bias audit. Can the employer rely on a bias audit conducted using historical data from its own use of the AEDT?,1
What steps must be taken by an employer in New York City to implement an automated employment decision tool for candidate screening purposes?,1
Where can a person initiate a proceeding to recover a civil penalty authorized by this subchapter?,1
"If a person wants to recover a civil penalty authorized by this subchapter, where can they bring a proceeding?",1
"An employer in the city uses an automated employment decision tool to screen candidates for a job position. According to the provided context, what requirements must be met for the use of such tool to be lawful?",1
"An employer uses an AEDT to score applicants for 'culture fit.' According to the provided context, what must the employer ensure in order to use the AEDT?",1
A{n employer wants to use an AEDT to scree%n resumes and schedule interviews for a jo+b posti.ng What `are the requirements for a bias audit of the AEDT,1
What are the specifications for the utilization of an automated employment decision tool in adherence to Local Law 144 of 2021 in New York City as mentioned in the context?,1
An employer wants to use an AEDT to screen resumes and schedule interviews for a job po{sting Does th!e employer need to con<duct a bias audit of the AEDT,1
"If an employer in New York City uses an automated employment decision tool to screen candidates or employees for an employment decision, what requirements must be met?",1
can An employer in the city of New York wants to use when an automated employment decision tool to screen candidates for a when job opening. What requirements must the employer meet in order to use the tool?,1
What is the objective or intention behind this particular action or behavior?,0
Can you provide me with a comprehensive list of all the specific mathematical calculations that are necessary to complete this task?,0
What content should be included within the confines of an accurately concise summary?,0
What is the role of the AEDT?,0
What is the ultimate objective for which a bias audit is conducted?,0
What are the specific conditions or qualifications that need to be met or possessed in order to fulfill certain expectations or standards?,0
What is an automated employment decision tool?,0
does 'Bias What Audit' mean?,0
What are the specific requirements or standards that need to be met in order to conduct a thorough and comprehensive evaluation of bias within an audit?,0
What does an automated employment decision tool mean?,0
What are the criteria for an AEDT bias audit?,0
In what location is it possible to pursue or initiate the legal process?,0
What is 'selection rate' referring to?,0
To which specific location is it feasible and within the realm of possibility to return it to?,0
Can you please provide a comprehensive explanation of the concept of 'Impact Ratio'?,0
What is 'Bias Audit'?,0
What are the conditions?,0
What is the thing that must be made accessible to the general public?,0
Can you please provide me with a list and description of all the available options for notifications?,0
In what location does the proceeding have the capability to be returned?,0
Can you please provide a comprehensive explanation of the term 'Historical data' and its significance in the context it is commonly used?,0
What calculations are necessary to complete the task at hand?,0
criteria need to be fulfilled in meet the order to necessary What specific conditions for achieving the desired outcomes?,0
